brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
maruti,swift dzire,4,110000,individual,diesel,manual,28.4,1248,74.02,5,670000.0
renault,kwid,3,38000,dealer,petrol,manual,25.17,799,53.3,5,345000.0
maruti,alto,3,15000,individual,petrol,manual,24.7,796,47.3,5,265000.0
maruti,ertiga,9,57000,individual,petrol,manual,16.02,1373,93.7,7,439000.0
maruti,baleno,1,3600,individual,petrol,manual,21.01,1197,81.8,5,700000.0
maruti,swift,7,78000,individual,diesel,manual,25.2,1248,74.0,5,550000.0
hyundai,creta,2,15000,individual,diesel,manual,22.1,1396,88.7,5,1050000.0
honda,jazz,4,31000,dealer,petrol,manual,18.7,1199,88.7,5,489000.0
maruti,swift,3,48000,individual,diesel,manual,28.4,1248,74.0,5,600000.0
honda,jazz,2,4065,dealer,petrol,manual,18.7,1199,88.7,5,810000.0
maruti,celerio,2,20000,dealer,petrol,automatic,23.1,998,67.04,5,565000.0
hyundai,i20,9,63817,dealer,diesel,manual,21.27,1396,88.76,5,515000.0
maruti,alto,9,40000,individual,petrol,manual,19.7,796,46.3,5,170000.0
maruti,wagon r,7,36000,dealer,petrol,manual,21.79,998,67.05,5,310000.0
maruti,vitara,4,34000,dealer,diesel,manual,24.3,1248,88.5,5,650000.0
hyundai,creta,3,80000,individual,diesel,manual,21.38,1396,88.7,5,910000.0
hyundai,verna,10,50000,individual,petrol,manual,17.01,1591,121.3,5,170000.0
mahindra,kuv100,3,23000,individual,diesel,manual,25.32,1198,77.0,6,710000.0
mahindra,scorpio,8,180000,individual,diesel,manual,12.05,2179,120.0,7,450000.0
maruti,swift,8,41000,dealer,petrol,manual,18.6,1197,85.8,5,330000.0
hyundai,grand,4,12000,dealer,petrol,manual,18.9,1197,81.86,5,445000.0
hyundai,i20,6,30000,individual,petrol,manual,18.6,1197,81.83,5,650000.0
maruti,swift,7,42120,dealer,petrol,manual,18.6,1197,85.8,5,470000.0
bmw,6,3,12500,individual,petrol,automatic,14.28,1998,258.0,4,4544999.999999981
maruti,baleno,3,20000,individual,diesel,manual,27.39,1248,74.0,5,750000.0
renault,duster,5,80000,individual,diesel,manual,19.6,1461,108.45,5,640000.0
hyundai,i20,3,25000,individual,petrol,manual,17.19,1197,81.86,5,750000.0
renault,duster,9,130000,individual,diesel,manual,20.46,1461,83.8,5,440000.0
maruti,swift dzire,5,100000,individual,diesel,manual,26.59,1248,74.0,5,450000.0
mahindra,scorpio,7,15000,individual,diesel,manual,14.0,2523,75.0,8,900000.0
volkswagen,vento,2,4000,dealer,petrol,automatic,18.19,1197,103.2,5,1250000.0
audi,a6,8,59654,dealer,diesel,automatic,17.68,1968,174.33,5,1449000.0
honda,city,7,146781,dealer,diesel,manual,26.0,1498,98.6,5,575000.0
hyundai,i10,4,32000,individual,petrol,manual,19.81,1086,68.05,5,410000.0
bmw,5,13,50000,dealer,petrol,automatic,10.8,2497,215.0,5,790000.0
datsun,redigo,4,13000,individual,petrol,manual,22.7,799,53.64,5,215000.0
maruti,ertiga,5,50000,individual,petrol,manual,17.5,1373,91.1,7,700000.0
honda,city,7,47000,dealer,petrol,manual,16.8,1497,116.3,5,510000.0
hyundai,i10,11,45415,individual,petrol,manual,19.81,1086,68.05,5,195000.0
honda,city,7,58719,dealer,diesel,manual,26.0,1498,98.6,5,670000.0
maruti,swift dzire,4,21000,individual,diesel,manual,28.4,1248,74.02,5,650000.0
renault,kwid,2,4269,dealer,petrol,automatic,24.04,999,67.0,5,415000.0
honda,city,2,57000,dealer,petrol,manual,17.4,1497,117.6,5,1060000.0
honda,city,3,28000,dealer,diesel,manual,26.0,1498,98.6,5,899000.0
skoda,superb,4,30000,dealer,petrol,automatic,14.67,1798,177.46,5,1960000.0
toyota,innova,4,70000,individual,diesel,manual,13.68,2393,147.8,8,1380000.0
tata,tiago,4,33000,dealer,diesel,manual,27.28,1047,69.0,5,495000.0
renault,duster,7,120000,individual,diesel,manual,19.01,1461,108.45,5,500000.0
hyundai,i10,10,75000,dealer,petrol,manual,19.81,1086,68.05,5,225000.0
maruti,celerio,4,39000,dealer,petrol,automatic,23.1,998,67.04,5,425000.0
bmw,3,11,83001,dealer,diesel,automatic,16.07,1995,181.0,5,1175000.0
hyundai,verna,8,120000,individual,diesel,manual,22.32,1582,126.3,5,375000.0
hyundai,grand,6,77425,dealer,diesel,manual,24.0,1120,70.0,5,380000.0
mahindra,bolero,1,15000,individual,diesel,manual,21.0,1498,74.96,7,650000.0
toyota,innova,4,40000,individual,diesel,manual,13.68,2393,147.8,7,2000000.0
mahindra,bolero,15,120000,individual,diesel,manual,13.6,2523,63.0,7,255000.0
maruti,baleno,3,31000,dealer,petrol,manual,21.4,1197,83.1,5,630000.0
volkswagen,polo,8,68000,dealer,petrol,manual,16.47,1198,73.9,5,359000.0
bmw,7,3,19000,dealer,diesel,automatic,17.66,2993,355.37,4,4544999.999999981
renault,kwid,5,28842,dealer,petrol,manual,25.17,799,53.3,5,350000.0
maruti,wagon r,3,60000,individual,cng,manual,26.6,998,58.16,5,355000.0
honda,city,5,60060,dealer,petrol,manual,17.8,1497,117.3,5,675000.0
maruti,wagon r,11,80000,individual,lpg,manual,26.2,998,58.2,5,220000.0
honda,city,4,14000,dealer,petrol,manual,17.4,1497,117.6,5,875000.0
hyundai,grand,3,23000,individual,diesel,manual,24.0,1186,73.97,5,540000.0
maruti,swift dzire,5,84000,individual,diesel,manual,26.59,1248,74.0,5,500000.0
hyundai,santro,13,38500,dealer,petrol,manual,17.92,1086,62.1,5,129000.0
toyota,fortuner,9,70000,dealer,diesel,manual,11.5,2982,171.0,7,1399000.0
toyota,fortuner,8,140305,dealer,diesel,manual,11.5,2982,171.0,7,1375000.0
hyundai,grand,6,35000,dealer,petrol,automatic,18.9,1197,82.0,5,515000.0
hyundai,i10,13,55000,individual,petrol,manual,19.81,1086,68.05,5,120100.0
maruti,swift dzire,4,35000,individual,diesel,manual,28.4,1248,74.02,5,615000.0
ford,figo,9,50000,individual,diesel,manual,20.0,1399,68.0,5,240000.0
honda,amaze,7,45000,dealer,diesel,manual,25.8,1498,98.6,5,372000.0
bmw,z4,6,27000,dealer,petrol,automatic,10.37,2979,301.72,2,3999000.0
maruti,alto,11,20000,individual,petrol,manual,19.7,796,46.3,5,150000.0
hyundai,verna,9,85000,dealer,diesel,manual,22.32,1582,126.32,5,450000.0
maruti,ertiga,8,90000,individual,petrol,manual,16.02,1373,93.7,7,500000.0
hyundai,i20,2,30000,individual,petrol,manual,18.6,1197,81.86,5,680000.0
hyundai,grand,1,4350,individual,petrol,manual,20.7,1197,81.86,5,725000.0
hyundai,verna,6,27500,dealer,petrol,manual,17.7,1497,113.42,5,490000.0
maruti,alto,9,70000,individual,petrol,manual,19.7,796,46.3,5,170000.0
maruti,swift,4,50000,individual,diesel,manual,28.4,1248,74.0,5,555000.0
toyota,innova,4,82000,individual,diesel,manual,13.68,2393,147.8,7,1580000.0
ford,ecosport,3,57000,individual,diesel,manual,23.0,1498,98.96,5,950000.0
mahindra,bolero,3,40000,individual,diesel,manual,15.96,2523,62.1,7,580000.0
hyundai,i20,11,20000,individual,petrol,manual,18.5,1197,80.0,5,350000.0
maruti,alto,12,110000,individual,petrol,manual,19.7,796,46.3,5,120100.0
maruti,swift dzire,10,65000,dealer,diesel,manual,19.3,1248,73.9,5,320000.0
hyundai,i20,11,25000,individual,petrol,manual,18.5,1197,80.0,5,370000.0
toyota,innova,6,82000,dealer,diesel,manual,12.99,2494,100.6,8,946000.0
mahindra,scorpio,10,205000,individual,diesel,automatic,11.79,2179,120.0,8,460000.0
mahindra,scorpio,8,110000,individual,diesel,automatic,11.79,2179,120.0,8,550000.0
maruti,swift dzire,10,35955,dealer,petrol,manual,17.5,1298,85.8,5,350000.0
datsun,go,3,50000,individual,petrol,manual,20.62,1198,67.0,7,440000.0
honda,amaze,7,50000,individual,diesel,manual,25.8,1498,98.6,5,341000.0
volkswagen,polo,8,32000,individual,diesel,manual,22.07,1199,73.9,5,300000.0
skoda,octavia,5,80500,dealer,diesel,automatic,19.3,1968,141.0,5,1600000.0
hyundai,grand,5,58000,dealer,diesel,manual,24.0,1186,73.97,5,360000.0
maruti,wagon r,8,70000,individual,petrol,manual,20.51,998,67.04,5,250000.0
skoda,rapid,9,25000,dealer,diesel,manual,20.5,1598,103.5,5,225000.0
maruti,ertiga,4,79000,dealer,diesel,manual,20.77,1248,88.8,7,850000.0
hyundai,i20,2,15000,individual,diesel,manual,22.54,1396,88.76,5,700000.0
honda,wr-v,4,25000,individual,petrol,manual,17.5,1199,88.7,5,650000.0
maruti,baleno,4,120000,individual,petrol,manual,21.1,998,100.0,5,500000.0
mahindra,scorpio,2,30000,individual,diesel,manual,15.4,2523,75.0,7,850000.0
hyundai,creta,5,37859,dealer,diesel,manual,21.38,1396,88.7,5,709000.0
hyundai,i10,8,50000,dealer,petrol,manual,20.36,1197,78.9,5,285000.0
maruti,swift dzire,4,70000,individual,diesel,manual,28.4,1248,74.02,5,600000.0
ford,freestyle,3,7000,individual,petrol,manual,19.0,1194,94.68,5,750000.0
maruti,ciaz,3,36000,dealer,diesel,manual,28.09,1248,88.5,5,975000.0
maruti,wagon r,9,43000,dealer,petrol,manual,21.79,998,67.05,5,245000.0
mahindra,bolero,11,211000,individual,diesel,manual,13.6,2523,63.0,7,275000.0
hyundai,i20,7,70000,individual,petrol,automatic,15.0,1396,98.6,5,375000.0
toyota,innova,12,150000,dealer,diesel,manual,12.8,2494,102.0,8,505000.0
tata,tiago,4,31000,individual,petrol,manual,23.84,1199,84.0,5,350000.0
ford,ecosport,6,31700,dealer,diesel,manual,22.7,1498,89.84,5,640000.0
maruti,alto,10,25000,individual,petrol,manual,19.7,796,46.3,5,160000.0
hyundai,i20,8,57692,individual,diesel,manual,21.27,1396,88.76,5,450000.0
honda,city,4,80000,individual,diesel,manual,25.6,1498,97.9,5,961000.0
datsun,redi-go,3,2300,dealer,petrol,manual,20.71,799,53.64,5,325000.0
maruti,ertiga,2,20000,individual,diesel,manual,25.47,1248,88.5,7,1000000.0
hyundai,grand,7,75570,dealer,petrol,automatic,18.9,1197,82.0,5,430000.0
ford,freestyle,3,20000,individual,diesel,manual,24.4,1498,98.63,5,720000.0
maruti,swift,6,123000,dealer,diesel,manual,25.2,1248,74.0,5,595000.0
maruti,alto,4,14870,individual,petrol,manual,24.7,796,47.3,5,298000.0
maruti,ciaz,3,24099,dealer,diesel,manual,28.09,1248,88.5,5,800000.0
hyundai,grand,7,44500,dealer,petrol,manual,18.9,1197,81.86,5,375000.0
hyundai,creta,5,70000,individual,diesel,manual,21.38,1396,88.7,5,900000.0
hyundai,i10,10,105000,individual,petrol,manual,20.36,1197,78.9,5,165000.0
honda,wr-v,3,52000,dealer,diesel,manual,25.5,1498,98.6,5,850000.0
honda,amaze,3,15000,individual,petrol,automatic,18.1,1199,88.7,5,550000.0
renault,kwid,4,30000,individual,petrol,automatic,24.04,999,67.0,5,320000.0
honda,amaze,5,40000,individual,diesel,manual,25.8,1498,98.6,5,400000.0
maruti,vitara,3,50000,individual,diesel,manual,24.3,1248,88.5,5,860000.0
skoda,octavia,3,52700,dealer,diesel,automatic,19.5,1968,141.0,5,2350000.0
maruti,wagon r,14,80000,individual,lpg,manual,17.3,1061,57.5,5,125000.0
maruti,wagon r,7,54099,dealer,petrol,manual,18.9,998,67.1,5,280000.0
maruti,alto,9,19455,dealer,petrol,manual,19.7,796,46.3,5,185000.0
hyundai,verna,8,104500,individual,diesel,manual,22.32,1582,126.3,5,540000.0
hyundai,verna,4,11800,individual,petrol,manual,17.43,1396,105.5,5,700000.0
mahindra,bolero,7,67000,dealer,diesel,manual,21.0,1498,74.96,7,470000.0
honda,city,10,40142,dealer,petrol,manual,17.0,1497,118.0,5,310000.0
hyundai,i20,5,70800,dealer,diesel,manual,22.54,1396,88.73,5,650000.0
honda,jazz,6,64300,dealer,petrol,manual,18.7,1199,88.7,5,560000.0
maruti,wagon r,4,5388,individual,petrol,manual,20.51,998,67.04,5,409000.0
ford,figo,9,60000,individual,diesel,manual,20.0,1399,68.0,5,265000.0
maruti,swift,9,110000,individual,diesel,manual,22.9,1248,74.0,5,300000.0
ford,figo,8,95000,individual,diesel,manual,20.0,1399,68.1,5,220000.0
ford,ecosport,5,150000,individual,diesel,manual,22.77,1498,98.59,5,625000.0
mercedes-benz,e-class,10,49000,dealer,diesel,automatic,14.21,2143,203.0,5,999000.0
renault,duster,7,42514,dealer,diesel,manual,19.72,1461,108.45,5,525000.0
mahindra,kuv,4,5000,individual,petrol,manual,18.15,1198,82.0,6,356000.0
hyundai,grand,2,5000,individual,petrol,automatic,20.7,1197,81.86,5,650000.0
volkswagen,vento,4,57700,dealer,petrol,manual,15.04,1598,103.2,5,750000.0
renault,kwid,3,23000,dealer,petrol,manual,23.01,999,67.0,5,310000.0
maruti,swift dzire,6,80000,individual,diesel,manual,26.59,1248,74.0,5,500000.0
datsun,redigo,4,30000,individual,petrol,manual,22.7,799,53.64,5,275000.0
volkswagen,vento,10,160000,individual,petrol,manual,15.8,1598,105.0,5,225000.0
hyundai,verna,9,54000,individual,diesel,manual,22.32,1582,126.32,5,470000.0
toyota,fortuner,10,252000,individual,diesel,manual,11.5,2982,171.0,7,800000.0
honda,amaze,4,35000,individual,petrol,manual,17.8,1198,86.7,5,525000.0
lexus,nx,3,44000,dealer,petrol,automatic,18.32,2499,194.3,5,4500000.0
maruti,swift,2,23000,individual,petrol,manual,21.21,1197,81.8,5,600000.0
maruti,wagon r,4,10000,dealer,petrol,manual,18.9,998,67.1,5,399000.0
maruti,alto,11,80000,dealer,cng,manual,26.83,796,38.4,5,150000.0
maruti,swift dzire,5,20000,individual,diesel,manual,26.59,1248,74.0,5,620000.0
maruti,eeco,9,96500,individual,cng,manual,15.1,1196,73.0,5,170000.0
maruti,wagon r,8,44400,dealer,petrol,manual,21.79,998,67.05,5,300000.0
maruti,alto,11,48679,dealer,petrol,manual,19.7,796,46.3,5,130000.0
maruti,alto,11,100000,individual,petrol,manual,19.7,796,46.3,5,160000.0
mahindra,xuv300,2,10000,individual,diesel,manual,20.0,1497,115.0,5,1100000.0
honda,jazz,9,45000,dealer,petrol,manual,16.7,1198,88.8,5,299000.0
honda,city,7,142000,individual,diesel,manual,25.1,1498,98.6,5,551000.0
honda,city,6,10000,individual,petrol,manual,17.4,1497,117.3,5,675000.0
honda,amaze,6,90000,individual,petrol,manual,18.0,1198,86.7,5,350000.0
volkswagen,polo,6,46888,dealer,petrol,manual,16.47,1198,74.0,5,400000.0
hyundai,i20,5,30000,dealer,petrol,manual,18.6,1197,81.83,5,530000.0
mahindra,xuv500,7,50000,individual,diesel,manual,15.1,2179,140.0,7,590000.0
mahindra,xuv500,6,15000,individual,diesel,manual,15.1,2179,140.0,7,950000.0
hyundai,verna,7,45000,dealer,petrol,manual,17.43,1396,105.5,5,450000.0
hyundai,i10,12,54000,dealer,petrol,manual,19.81,1086,68.05,5,275000.0
skoda,octavia,4,46000,dealer,diesel,automatic,19.5,1968,141.0,5,1925000.0
tata,tiago,5,35000,individual,petrol,manual,23.84,1199,84.0,5,350000.0
maruti,baleno,5,30000,individual,petrol,manual,21.4,1197,83.1,5,475000.0
mahindra,xuv500,6,80000,individual,diesel,automatic,16.0,2179,140.0,7,900000.0
hyundai,i20,11,97780,dealer,diesel,manual,25.2,1493,98.63,5,320000.0
hyundai,i20,4,25000,individual,petrol,manual,17.19,1197,81.86,5,650000.0
mahindra,scorpio,6,49000,dealer,diesel,manual,15.4,2179,120.0,8,988000.0
maruti,ciaz,6,80000,individual,diesel,manual,26.21,1248,88.5,5,700000.0
datsun,go,7,35000,individual,petrol,manual,20.63,1198,67.0,5,190000.0
mahindra,scorpio,2,35000,individual,diesel,manual,16.36,2179,140.0,7,1350000.0
skoda,superb,6,39000,dealer,petrol,manual,13.14,1798,160.0,5,799000.0
maruti,swift dzire,12,51800,dealer,petrol,manual,17.5,1298,85.8,5,245000.0
honda,city,6,50000,dealer,petrol,automatic,18.0,1497,117.3,5,595000.0
maruti,ciaz,3,40000,individual,petrol,manual,20.73,1373,91.1,5,770000.0
honda,amaze,5,66000,dealer,diesel,manual,24.7,1498,98.63,5,450000.0
volkswagen,polo,10,199000,dealer,petrol,manual,16.47,1198,73.9,5,199000.0
honda,city,6,58058,dealer,petrol,manual,17.4,1497,117.3,5,500000.0
honda,amaze,3,25000,individual,petrol,manual,19.5,1199,88.76,5,630000.0
maruti,swift dzire,6,60000,individual,diesel,manual,26.59,1248,74.0,5,530000.0
hyundai,i10,8,75174,dealer,petrol,manual,20.36,1197,78.9,5,345000.0
maruti,ciaz,7,34900,dealer,diesel,manual,26.21,1248,88.5,5,575000.0
hyundai,verna,6,27900,dealer,petrol,manual,17.43,1396,105.5,5,480000.0
maruti,ciaz,5,48048,dealer,diesel,manual,28.09,1248,88.5,5,575000.0
maruti,wagon r,14,48343,dealer,petrol,manual,18.9,1061,67.0,5,180000.0
datsun,redigo,4,21300,dealer,petrol,manual,22.7,799,53.64,5,230000.0
mercedes-benz,c-class,11,58000,individual,petrol,automatic,11.7,1796,178.0,5,840000.0
mercedes-benz,c-class,6,24000,dealer,diesel,automatic,15.8,2143,170.0,5,4200000.0
maruti,ertiga,5,103000,individual,diesel,manual,24.52,1248,88.5,7,675000.0
maruti,alto,5,68102,dealer,petrol,manual,23.95,998,67.05,5,365000.0
tata,nexon,3,50000,individual,diesel,manual,21.5,1497,108.5,5,680000.0
maruti,wagon r,6,27300,dealer,petrol,manual,20.52,1197,81.8,5,319000.0
tata,tiago,5,25000,individual,petrol,manual,23.84,1199,84.0,5,350000.0
ford,endeavour,5,80000,individual,diesel,automatic,10.91,3198,197.0,7,2200000.0
honda,city,6,45000,dealer,diesel,manual,26.0,1498,98.6,5,650000.0
ford,ecosport,5,79000,dealer,diesel,manual,21.7,1498,98.96,5,550000.0
toyota,innova,6,181684,dealer,diesel,manual,12.99,2494,100.6,7,975000.0
honda,city,6,50000,dealer,petrol,automatic,18.0,1497,117.3,5,800000.0
hyundai,verna,2,65000,dealer,diesel,automatic,22.0,1582,126.2,5,1100000.0
hyundai,verna,2,8836,individual,petrol,manual,17.0,1591,121.3,5,1171000.0
maruti,swift dzire,5,61000,dealer,diesel,manual,26.59,1248,74.0,5,550000.0
mahindra,scorpio,7,100000,individual,diesel,manual,12.05,2179,120.0,8,700000.0
toyota,innova,6,38500,individual,diesel,manual,12.99,2494,100.6,7,1250000.0
maruti,wagon r,4,23967,dealer,petrol,manual,21.79,998,67.05,5,295000.0
maruti,swift,1,1500,individual,diesel,manual,28.4,1248,74.0,5,685000.0
honda,amaze,3,22000,dealer,diesel,manual,25.8,1498,98.6,5,660000.0
tata,tiago,2,20000,individual,diesel,manual,27.28,1047,69.0,5,500000.0
volkswagen,vento,6,260000,individual,diesel,automatic,21.21,1498,103.2,5,700000.0
hyundai,i10,11,31000,dealer,petrol,manual,20.36,1197,78.9,5,210000.0
volvo,xc60,6,120000,dealer,diesel,automatic,11.2,2400,215.0,5,1800000.0
maruti,wagon r,9,50000,individual,petrol,manual,18.9,998,67.1,5,265000.0
honda,amaze,8,66000,individual,diesel,manual,25.8,1498,98.6,5,360000.0
maruti,swift dzire,3,20000,individual,petrol,manual,21.21,1197,81.8,5,600000.0
maruti,swift dzire,8,63980,dealer,diesel,manual,19.3,1248,73.9,5,450000.0
maruti,swift dzire,3,10000,individual,diesel,manual,28.4,1248,74.02,5,765000.0
toyota,innova,8,70000,individual,diesel,manual,12.99,2494,100.6,8,700000.0
maruti,wagon r,6,25000,dealer,petrol,manual,18.9,998,67.1,5,350000.0
hyundai,grand,2,8000,dealer,petrol,manual,18.9,1197,81.86,5,635000.0
maruti,wagon r,10,76239,dealer,lpg,manual,26.2,998,58.2,5,260000.0
maruti,alto,6,30000,individual,petrol,manual,22.74,796,47.3,5,210000.0
hyundai,i20,11,70000,dealer,petrol,manual,18.5,1197,80.0,5,250000.0
renault,kwid,5,22000,individual,petrol,manual,25.17,799,53.3,5,300000.0
mahindra,scorpio,4,59800,dealer,diesel,manual,15.4,1997,120.0,7,850000.0
datsun,redigo,4,16000,dealer,petrol,manual,22.7,799,53.64,5,225000.0
maruti,ignis,3,12000,individual,petrol,manual,20.89,1197,81.8,5,468000.0
maruti,alto,9,105800,individual,petrol,manual,20.92,998,67.1,5,160000.0
kia,seltos,1,13000,dealer,petrol,automatic,16.8,1497,113.4,5,1650000.0
maruti,alto,4,20000,individual,petrol,manual,23.95,998,67.05,5,350000.0
hyundai,elantra,8,130600,dealer,diesel,manual,22.7,1582,126.24,5,525000.0
volkswagen,polo,7,72000,individual,petrol,manual,16.47,1198,74.0,5,390000.0
hyundai,grand,5,60000,individual,petrol,manual,18.9,1197,82.0,5,360000.0
bmw,5,11,93800,dealer,diesel,automatic,16.73,2993,218.0,5,1450000.0
ford,figo,9,80000,individual,diesel,manual,20.0,1399,68.0,5,180000.0
maruti,alto,6,32000,dealer,petrol,manual,22.74,796,47.3,5,300000.0
mahindra,kuv,5,26026,dealer,diesel,manual,25.32,1198,77.0,6,400000.0
honda,amaze,4,25000,dealer,petrol,automatic,18.1,1199,88.7,5,620000.0
mahindra,scorpio,3,50000,individual,diesel,manual,16.36,2179,140.0,7,1450000.0
maruti,swift dzire,7,44852,dealer,petrol,manual,19.1,1197,85.8,5,420000.0
mahindra,xuv300,2,20000,individual,diesel,manual,20.0,1497,115.0,5,1030000.0
hyundai,grand,3,60000,individual,diesel,manual,24.0,1186,73.97,5,536000.0
renault,kwid,3,34000,individual,petrol,manual,25.17,799,53.3,5,285000.0
hyundai,i20,4,39000,dealer,diesel,manual,21.19,1396,88.73,5,850000.0
mahindra,bolero,4,60000,individual,diesel,manual,15.96,2523,62.1,9,550000.0
honda,amaze,6,42380,dealer,diesel,manual,25.8,1498,98.6,5,359000.0
maruti,ertiga,2,25000,individual,diesel,manual,25.47,1248,88.5,7,950000.0
hyundai,venue,1,5000,individual,petrol,automatic,18.15,998,118.35,5,1100000.0
hyundai,i10,8,60000,individual,petrol,manual,20.36,1197,78.9,5,230000.0
renault,duster,5,120000,individual,diesel,manual,19.6,1461,108.45,5,700000.0
maruti,swift dzire,8,93000,dealer,diesel,manual,19.3,1248,73.9,5,520000.0
maruti,ertiga,8,101000,individual,diesel,manual,20.77,1248,88.8,7,500000.0
hyundai,i20,3,15000,individual,petrol,manual,18.6,1197,81.83,5,700000.0
hyundai,grand,8,79115,dealer,diesel,manual,24.0,1120,70.0,5,320000.0
maruti,alto,4,42691,dealer,petrol,manual,24.7,796,47.3,5,300000.0
tata,tiago,2,10000,individual,petrol,manual,23.84,1199,84.0,5,470000.0
maruti,wagon r,11,74804,dealer,petrol,manual,18.9,998,67.1,5,275000.0
toyota,innova,14,150000,individual,diesel,manual,12.8,2494,102.0,8,600000.0
maruti,alto,12,35000,dealer,petrol,manual,19.7,796,46.3,5,225000.0
maruti,wagon r,10,30000,individual,petrol,manual,18.9,998,67.1,5,215000.0
maruti,swift dzire,8,82000,dealer,diesel,manual,23.4,1248,74.0,5,425000.0
mahindra,scorpio,6,55496,dealer,diesel,manual,15.4,2179,120.0,7,925000.0
volkswagen,polo,2,36800,dealer,diesel,manual,20.14,1498,88.0,5,675000.0
maruti,alto,6,38568,dealer,petrol,manual,22.74,796,47.3,5,225000.0
tata,tigor,3,65000,individual,diesel,manual,24.7,1047,69.0,5,600000.0
honda,city,7,25000,dealer,diesel,manual,26.0,1498,98.6,5,525000.0
maruti,wagon r,8,61996,dealer,petrol,manual,20.51,998,67.04,5,300000.0
maruti,wagon r,5,32000,dealer,petrol,manual,18.9,998,67.1,5,350000.0
maruti,wagon r,12,50000,individual,petrol,manual,18.9,1061,67.0,5,200000.0
maruti,alto,5,29000,individual,petrol,manual,22.74,796,47.3,5,240000.0
ford,figo,4,44000,dealer,petrol,manual,18.16,1196,86.8,5,580000.0
mahindra,marazzo,3,41000,individual,diesel,manual,17.3,1497,121.0,7,1050000.0
maruti,alto,10,68203,dealer,petrol,manual,23.95,998,67.05,5,210000.0
mahindra,bolero,6,65211,dealer,diesel,manual,15.96,2523,62.1,7,700000.0
bmw,3,3,40000,dealer,diesel,automatic,21.76,1995,188.0,5,3580000.0
renault,kwid,4,9265,individual,petrol,manual,23.01,999,67.0,5,350000.0
maruti,vitara,4,25000,individual,diesel,manual,24.3,1248,88.5,5,830000.0
volkswagen,vento,7,70000,dealer,diesel,manual,20.34,1498,103.2,5,470000.0
maruti,baleno,5,67500,individual,petrol,manual,21.4,1197,83.1,5,480000.0
volkswagen,polo,6,110000,dealer,diesel,manual,19.91,1498,103.6,5,615000.0
honda,amaze,5,18800,individual,petrol,manual,18.0,1198,86.7,5,450000.0
volkswagen,vento,9,52120,dealer,petrol,manual,15.04,1598,103.6,5,249000.0
maruti,swift,7,47500,dealer,petrol,manual,22.0,1197,81.8,5,400000.0
maruti,ertiga,4,18000,individual,petrol,manual,17.5,1373,91.1,7,675000.0
maruti,alto,15,90000,dealer,petrol,manual,19.7,796,46.3,5,120100.0
ford,ecosport,7,72341,dealer,diesel,manual,22.77,1498,98.59,5,510000.0
hyundai,grand,4,77795,dealer,diesel,manual,24.0,1186,73.97,5,475000.0
maruti,swift dzire,9,250000,individual,diesel,manual,19.3,1248,73.9,5,400000.0
honda,wr-v,4,30000,individual,diesel,manual,25.5,1498,98.6,5,750000.0
hyundai,i10,7,60000,individual,petrol,manual,20.36,1197,78.9,5,285000.0
hyundai,grand,3,18200,dealer,petrol,manual,18.9,1197,81.86,5,500000.0
toyota,innova,9,120000,individual,petrol,manual,12.4,1998,132.0,8,650000.0
maruti,baleno,3,31400,dealer,petrol,manual,21.01,1197,81.8,5,635000.0
honda,city,6,34277,dealer,petrol,manual,17.8,1497,117.3,5,575000.0
maruti,swift,11,42500,dealer,diesel,manual,25.2,1248,74.0,5,219000.0
mercedes-benz,gl-class,9,186900,dealer,diesel,automatic,11.3,2987,254.8,7,1690000.0
maruti,alto,5,50000,individual,petrol,manual,23.95,998,67.05,5,280000.0
maruti,ertiga,5,90000,individual,diesel,manual,24.52,1248,88.5,7,550000.0
maruti,baleno,3,50000,individual,petrol,manual,21.4,1197,83.1,5,625000.0
maruti,alto,8,46783,trustmark dealer,cng,manual,30.46,796,47.3,5,210000.0
maruti,swift dzire,4,23000,dealer,petrol,manual,20.85,1197,83.14,5,525000.0
maruti,alto,2,40000,individual,petrol,manual,24.7,796,47.3,5,290000.0
maruti,swift dzire,11,59117,dealer,petrol,manual,17.5,1298,85.8,5,300000.0
audi,a4,7,32000,dealer,diesel,automatic,16.55,1968,147.51,5,1780000.0
ford,ecosport,8,60000,dealer,diesel,manual,22.7,1498,89.84,5,430000.0
hyundai,verna,2,9915,dealer,diesel,automatic,22.0,1582,126.2,5,1590000.0
hyundai,verna,8,48265,dealer,petrol,automatic,17.01,1591,121.4,5,415000.0
ford,endeavour,9,80000,individual,diesel,manual,13.1,2499,141.0,7,500000.0
hyundai,i20,2,23700,individual,petrol,manual,18.6,1197,81.86,5,550000.0
hyundai,elantra,6,59000,dealer,petrol,manual,16.3,1797,147.4,5,699000.0
maruti,vitara,5,40000,individual,diesel,manual,24.3,1248,88.5,5,700000.0
datsun,go,5,15000,individual,petrol,manual,20.63,1198,67.0,5,320000.0
maruti,swift dzire,10,70000,individual,petrol,manual,17.5,1197,85.8,5,300000.0
toyota,fortuner,7,139830,dealer,diesel,manual,13.0,2982,168.5,7,1675000.0
lexus,es,4,24000,dealer,petrol,automatic,22.37,2487,214.56,5,4544999.999999981
ford,ecosport,8,71000,dealer,diesel,manual,22.7,1498,89.84,5,475000.0
